,parentid,username,userid,context,time,vote
1688,74582699,Roby Raju Oommen,14399782,"try this:
function wdm_add_rewrite_rules() {
    add_rewrite_rule( '^kb\/([^\/]+)\/?([^\/]+)$', 'kb?kb_cat=$matches[1]&kb_seq=1', 'top');
}
add_action('init', 'wdm_add_rewrite_rules');
You can check the regular expression on https://regex101.com/ or any other websites like this online for the matches",2022-11-26 15:13:13Z,0
1689,74582697,Aiq0,19880397,"From same manual:
A table with exactly one border is called a sequence. For instance, the table {10, 20, 30, 40, 50} is a sequence, as it has only one border (5). The table {10, 20, 30, nil, 50} has two borders (3 and 5), and therefore it is not a sequence. The table {nil, 20, 30, nil, nil, 60, nil} has three borders (0, 3, and 6), so it is not a sequence, too. The table {} is a sequence with border 0. Note that non-natural keys do not interfere with whether a table is a sequence.
As for filling that table, you use lua_setfield (manual), so you can do something like this:
lua_createtable(L, 0, 2);

lua_pushinteger(L, some_number_value);
lua_setfield(L, -2, ""field_1"");

lua_pushstring(L, some_string_value);
lua_setfield(L, -2, ""field_2"");",2022-11-26 14:08:50Z,2
1690,74582695,OneCricketeer,2308683,"The only ways are to query the end offset of the partitions using admin/consumer, as you've found.
You could install Confluent REST Proxy and use HTTP calls, maybe, or use shell scripts, and parse the output, but it's just an abstraction over the same methods",2022-11-26 15:52:11Z,0
1691,74582689,,,,,
1692,74582699,Roby Raju Oommen,14399782,"try this:
function wdm_add_rewrite_rules() {
    add_rewrite_rule( '^kb\/([^\/]+)\/?([^\/]+)$', 'kb?kb_cat=$matches[1]&kb_seq=1', 'top');
}
add_action('init', 'wdm_add_rewrite_rules');
You can check the regular expression on https://regex101.com/ or any other websites like this online for the matches",2022-11-26 15:13:13Z,0
1693,74582697,Aiq0,19880397,"From same manual:
A table with exactly one border is called a sequence. For instance, the table {10, 20, 30, 40, 50} is a sequence, as it has only one border (5). The table {10, 20, 30, nil, 50} has two borders (3 and 5), and therefore it is not a sequence. The table {nil, 20, 30, nil, nil, 60, nil} has three borders (0, 3, and 6), so it is not a sequence, too. The table {} is a sequence with border 0. Note that non-natural keys do not interfere with whether a table is a sequence.
As for filling that table, you use lua_setfield (manual), so you can do something like this:
lua_createtable(L, 0, 2);

lua_pushinteger(L, some_number_value);
lua_setfield(L, -2, ""field_1"");

lua_pushstring(L, some_string_value);
lua_setfield(L, -2, ""field_2"");",2022-11-26 14:08:50Z,2
1694,74582695,OneCricketeer,2308683,"The only ways are to query the end offset of the partitions using admin/consumer, as you've found.
You could install Confluent REST Proxy and use HTTP calls, maybe, or use shell scripts, and parse the output, but it's just an abstraction over the same methods",2022-11-26 15:52:11Z,0
1695,74582689,,,,,
1696,74582688,closed,closed,closed,closed,closed
1697,74582686,,,,,
1698,74582684,valan,17031913,"Mention the route in the anchor tag instead of the filename.
<li><a href=""/index""> About </a></li>
You can also try the url_for() method too.
<li><a href=""{{ url_for('index') }}""> About </a></li> ",2022-11-26 16:30:56Z,0
1699,74582683,js2010,6654942,"Before trim:
net user $env:username | findstr 'Full Name'

Full Name                    The Admin
Using the version of foreach-object or % that runs a method with an argument. Note TrimStart() is case sensitive.
net user $env:username | findstr 'Full Name' | % trimstart Full` Name

The Admin
Select-object would have the string in a Line property.
net user $env:username | select-string 'Full Name' | % { $_.line.
  trimstart('Full Name') }

The Admin
Or take select-string's output in a string context:
net user $env:username | select-string 'Full Name' | 
  % { ""$_"".trimstart('Full Name') }

The Admin
Or just get-localuser and the fullname property:
localuser $env:username | % fullname

The Admin
Another demo of how trimstart works; each letter is taken by itself and the order doesn't matter:
'FFNNuuee  hi there' | % trimstart 'Full Name'

hi there",2022-11-26 16:13:32Z,1
1700,74582682,,,,,
1701,74582681,,,,,
1702,74582680,page note found,page note found,page note found,page note found,page note found
1703,74582679,closed,closed,closed,closed,closed
1704,74582677,,,,,
1705,74582674,,,,,
1706,74582672,Bill Karwin,20860,"The last table you describe doesn't necessarily break any normal form, because the customer's phone number can change in the future. You may want to preserve the phone number in another table so there is a record of what phone number was contacted on that date.
Compare with a database of products. The product table has prices. Then you record customer purchases, with a copy of the price they paid on the date they made the purchase. That's okay because you need a record of what was paid in each case. A customer may buy the product during a sale, or they got a senior discount, or a bulk discount, or the price may change a month after they bought the item, etc. The price they paid is not necessarily the current price recorded in the products table. Therefore it does not violate 3NF.",2022-11-26 14:20:16Z,-1
1707,74582658,a_horse_with_no_name,330315,"You can use arrays for that
the build in array function @> means contains, which does exactly what you want, so all values from the ARRAY['a','e','i','o','u'] must be in the array regexp_split_to_array(str, '\s*') 
manual array functions
a_horse_with_no_name write in the comments
regexp_split_to_array(str, '\s*') can be simplified to string_to_array(str, null)
so i added it to the answer
SELECT * FROm table1
  WHERE 
  regexp_split_to_array(str, '\s*') @> ARRAY['a','e','i','o','u'] 
str
education
SELECT 1
SELECT * FROm table1
  WHERE
string_to_array(str, null) @> ARRAY['a','e','i','o','u'] 
str
education
SELECT 1
fiddle",2022-11-26 17:07:12Z,1
1708,74582658,a_horse_with_no_name,330315,"You can use ilike all() to make that shorter
select str 
from letters 
where str ilike all (array['%a%', '%e%' , '%i%', '%o%', '%u%'])",2022-11-26 14:22:50Z,2
1709,74582657,Andreas Wenzel,12149471,"The scanf() function returns the number of fields(variables) that were successfully converted and assigned. In your case it's one for each. So 1 is assigned to first_number and second_number, and the sum of both is 2. Remember that first_number and second_number are modified before scanf has returned, so both of these values will be overridden by the scanf return values, which are 1 in your case.
Let's visualize what is happening:
Input
5
10
What Is Happening
// when scanf is still running 
first_number = 5;
// after scanf has completed
first_number = 1;

// when scanf is still running 
second_number = 10;
// after scanf has completed
second_number = 1;",2022-11-26 14:06:11Z,3
1710,74582655,,,,,
1711,74582654,Nick,6525724,"I used this excellent previous answer as inspiration for an adapted version that should work well for your use case:
interface IBaseWidget {
  type: string;
}

interface IButton extends IBaseWidget {
  type: ""button"";
  title: string;
}

interface ICheckbox extends IBaseWidget {
  type: ""checkbox"";
  checked: boolean;
}

type IWidget = IButton | ICheckbox;

type FilterWidgetByType<
  W extends IWidget,
  Type extends string
> = W extends any ? (W[""type""] extends Type ? W : never) : never;

function findByType<T extends IWidget[""type""]>(widgets: IWidget[], type: T) {
  return widgets.filter(
    (widget): widget is FilterWidgetByType<IWidget, T> => widget.type === type
  );
}

// How to make this IButton[] ?
const buttons = findByType([], ""button"");
const checkboxes = findByType([], ""checkbox"");
Here is the TS playground link.",2022-11-26 14:28:54Z,1
1712,74582653,,,,,
1713,74582652,Bernhard,6503141,"For this answer I will use a different tree building package partykit just for the reason that I am more used to it. Let's do the following:
jogging <- read.table(header = TRUE, text = ""WEATHER   JOGGED_YESTERDAY   CLASSIFICATION
C          N                  +
W          Y                  -
Y          Y                  -
C          Y                  -
Y          N                  -
W          Y                  -
C          N                  -
W          N                  +
C          Y                  -
W          Y                  +
W          N                  +
C          N                  +
Y          N                  -
W          Y                  -"",
                      stringsAsFactors = TRUE)

library(partykit)
ctree(CLASSIFICATION ~ WEATHER + JOGGED_YESTERDAY, data = jogging, 
      minsplit = 1, minbucket = 1, mincriterion = 0) |> plot()
That will print the following tree:
That is a tree that uses up to three levels of splits and still does not find a perfect fit. The first split has a p-value of .2, indicating that there is not nearly enough data to justify even this first split, let alone those following it. This is a tree that is very likely to massively overfit the data and overfitting is bad. That is why usual tree algorithms come with measures to prevent overfitting and in your case, that prohibits growing a tree. I disabled those with the arguments in the ctree call.
So in short: You have not enough data. Just predicting - all the time is the most reasonable thing a classification tree can do.",2022-11-26 17:19:12Z,1
1714,74582647,Gilbert Le Blanc,300257,"Oracle has a helpful tutorial, Creating a GUI With Swing. Skip the Learning Swing with the NetBeans IDE section. Pay particular attention to the Laying Out Components Within a Container section.
Since you posted an image of your code fragment, I created the following GUI.
I should post an image of the code, but I'm going to be nice and post the complete runnable code.
import java.awt.BorderLayout;
import java.awt.GridLayout;

import javax.swing.BorderFactory;
import javax.swing.JButton;
import javax.swing.JFrame;
import javax.swing.JLabel;
import javax.swing.JPanel;
import javax.swing.SwingUtilities;

public class JLabelOverJButtonGUI implements Runnable {

    public static void main(String[] args) {
        SwingUtilities.invokeLater(new JLabelOverJButtonGUI());
    }

    @Override
    public void run() {
        JFrame frame = new JFrame();
        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);

        frame.add(createMainPanel(), BorderLayout.CENTER);

        frame.pack();
        frame.setLocationByPlatform(true);
        frame.setVisible(true);
    }

    private JPanel createMainPanel() {
        JPanel panel = new JPanel(new GridLayout(0, 1, 5, 5));
        panel.setBorder(BorderFactory.createEmptyBorder(0, 5, 5, 5));

        JLabel label = new JLabel(""Label"");
        panel.add(label);

        JButton button = new JButton(""Button"");
        panel.add(button);

        return panel;
    }

}",2022-11-26 13:58:05Z,0
1715,74582643,Roby Raju Oommen,14399782,"Inspect the input field and then you can find a style like this
.form-control.is-valid, .was-validated .form-control:valid { }
then copy the style inside that brackets (just exclude the style saying background-image: ) and paste it in the style tag in your file having the form. It will remove the green tick mark
An update to the answer:
please also use this style: background-image: inherit !important;",2022-11-26 14:47:13Z,0
1716,74582642,,,,,
1717,74582640,Martín,20363318,I think the issue is you're not showing your new actual sheet. You shouldn't filter in that step or it won't be shown,2022-11-26 13:45:10Z,0
1718,74582640,Rubén,1595451,"Simplest solution: Add SpreadsheetApp.flush(); after ss.setActiveSheet(nextSheet);
For a more robust solution, whenever is possible avoid the use of ""active"" methods as it's not possible to completely block the user interaction with the Google Sheets UI while a script is running. In this case your script could pass the sheet name from the main function to the hideAllSheets function and make this function use the sheet name instead of the sheet id. This will also make your script a bit faster because it will reduce the number of calls to Google Apps Script methods.
P.S. Add ; at the end of all statements as reliying on the automatic semicolon insertion might make the code a bit harder to read and debug.",2022-11-26 16:00:04Z,0
1719,74582640,Cooper,7215091,"function setOneSheetAsActiveHideRest(index = 0) {
  const ss = SpreadsheetApp.getActive();
  const shts = ss.getSheets();
  ss.setActiveSheet(shts[index]);
  shts.forEach((sh,i) => {
    if(i != index) {
      sh.hideSheet();
    }
  });
}",2022-11-26 17:53:42Z,0
1720,74582639,closed,closed,closed,closed,closed
1721,74582638,khalid hossain,16835827,"You need to add the following code in your login controller .
const {email} = req.body.email; 
const user = await User.findOne({ email });
And i can see from your comment that when you are submitting the form you are getting nothing back ! I can see that you are returning the token . Instead you have to add the following code if everything goes well.
res.json({token: token})
Or
res.status(200).json({token})
If everything is fine then you will get a response like this:
{
 token: ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c""
}
One more thing to handle
if(!user) {
  //here you should use either of the following line 
  //next('No such user found')
  res.status(404).send('No user found with that email')
}
 if (!match) {
    //here you should use either of the following line 
  //next('Password Mismatch')
  res.status(400).send('Password Mismatch')
  }
Why is that ? Because if you don't handle this type of errors your app will not respond! Cause it will stuck in the middleware lifecycle !",2022-11-27 16:47:13Z,0
1722,74582638,Zehan Khan,16884475,"const login = async (req, res, next) => {
  try {
    function generateToken(user) {
      return jwt.sign(
        {
          id: user.id,
          email: user.email,
          username: user.username,
        },
        SECRET_KEY,
        { expiresIn: ""1h"" }
      );
    }
    const { email } = req.body.email
    const user = await User.findOne({ email });
    if (!user) {
      console.log(""User not found."");
      res.status(404).json({ error: ""User not found!"" })
    } else {
      const match = bcrypt.compare(password, user.password);
      if (!match) {
        console.log(""Wrong password."");
        res.status(401).json({ error: ""Wrong Password!"" })
      }
      if (match) {
        const token = generateToken(user);
        res.status(200).json({ token });
      }
    }
  } catch (error) {
    return res.status(500).json({ error: error.message });
  }
};",2022-11-27 18:10:45Z,0
1723,74582636,,,,,
1724,74582635,eamirho3ein,10306997,"You can add borderRadius to Container inside PlaceMenuForDiscoverPage like blew, don't forget to add clipBehavior to container:
Container(
        clipBehavior: Clip.antiAlias,//<-- add this
        decoration: BoxDecoration(//<-- add this
          borderRadius: new BorderRadius.only(
              topLeft: const Radius.circular(16.0),
              topRight: const Radius.circular(16.0)),
          color: const Color.fromARGB(0, 0, 0, 0),
        ),
        child: StreamBuilder(
            stream: FirebaseFirestore.instance
                .collection('Name')
                .snapshots(),
        ...
)",2022-11-26 13:47:43Z,1
1725,74582634,pzaenger,2436655,"You need to save a[prop] and b[prop] into variables:
testContainer.test.sort((a, b) => {
  const aProp = a[prop];
  const bProp = b[prop];
  if (aProp === undefined || bProp === undefined) return 0;
  return aProp > bProp ? -1 : bProp > aProp? 1 : 0;
});
From here:
This isn't really about TS2532 specifically but about type narrowing in general--TS doesn't treat any check involving obj[key] as a type guard unless key is a literal.",2022-11-26 13:44:46Z,1
1726,74582636,,,,,
1727,74582635,eamirho3ein,10306997,"You can add borderRadius to Container inside PlaceMenuForDiscoverPage like blew, don't forget to add clipBehavior to container:
Container(
        clipBehavior: Clip.antiAlias,//<-- add this
        decoration: BoxDecoration(//<-- add this
          borderRadius: new BorderRadius.only(
              topLeft: const Radius.circular(16.0),
              topRight: const Radius.circular(16.0)),
          color: const Color.fromARGB(0, 0, 0, 0),
        ),
        child: StreamBuilder(
            stream: FirebaseFirestore.instance
                .collection('Name')
                .snapshots(),
        ...
)",2022-11-26 13:47:43Z,1
1728,74582634,pzaenger,2436655,"You need to save a[prop] and b[prop] into variables:
testContainer.test.sort((a, b) => {
  const aProp = a[prop];
  const bProp = b[prop];
  if (aProp === undefined || bProp === undefined) return 0;
  return aProp > bProp ? -1 : bProp > aProp? 1 : 0;
});
From here:
This isn't really about TS2532 specifically but about type narrowing in general--TS doesn't treat any check involving obj[key] as a type guard unless key is a literal.",2022-11-26 13:44:46Z,1
1729,74582633,Kisan Kumavat,14663317,"Solved!
I have to configure fileUpload middleware like this in the index.ts file,
app.use(fileUpload({ useTempFiles: true }));
Where ""useTempFiles"" has to be true. This will save the file temporarily on the server.",2022-11-26 14:32:34Z,0
1730,74582632,closed,closed,closed,closed,closed
1731,74582629,,,,,
1732,74582626,Simon Martinelli,1045142,"You must take care of the order of the configuration. Like this it works
@Override
protected void configure(HttpSecurity http) throws Exception
{

    http.authorizeRequests()
        .antMatchers(""/"").permitAll()
        .antMatchers(""/h2-console/**"").permitAll();

    super.configure(http);
    setLoginView(http, LoginView.class, LOGOUT_URL);

    http.csrf().disable();
    http.headers().frameOptions().disable();
}",2022-11-27 09:04:34Z,1
1733,74582623,,,,,
1734,74582620,Dan Getz,3004881,"Apparently some of your values are already simple strings, instead of JSON values, but others are strings containing JSON values. As long as there's at least one value that your query can't convert to JSON, the whole query will error. This is messy, but if you can find something that's the same for all of the JSON strings, or for all of the non-JSON strings, you can use a WHERE clause to only work on the JSON rows.
Unfortunately, there is no easy try/catch mechanism in straight PostgreSQL SQL queries, not even for JSON or for casts in general. But from what you said, it sounds like all of your JSON strings start with a { bracket, and I would guess none of the ""addresses"" start with that symbol. So you could add to your WHERE
AND substring(iws_location from 1 for 1) = '{'",2022-11-26 17:08:30Z,0
1735,74582618,,,,,
1736,74582616,,,,,
1737,74582613,,,,,
1738,74582612,closed,closed,closed,closed,closed
1739,74582611,page note found,page note found,page note found,page note found,page note found
1740,74582610,symcbean,223992,"PHP runs on MS-Windows and Unix/Linux. The biggest difference between the 2 platforms is how PHP integrates with email - and you did not tell us which platform you are running on nor what the runtime configuration for the email system is.
You also did not tell us what happens when you leave the email code active. There are 3 possibilities:
script times out (Unix/Linux only)
script crashes and dies
EMail send times out
Which of these did happen is recorded in your log files.
If you had read the guidance on posting at StackOverflow, you would have seen a description of how to create a minimal reproducible/verifiable example. From your description it appears you only need a single line to reproduce the issue:
<?php mail(""user@example.com"", ""test"", ""Hello World"");
Go try testing a simpler script, read your logs, and if you still can't fix the problem, try posting here again with less code, more logs and more configuration.",2022-11-27 17:29:08Z,0
1741,74582607,,,,,
1742,74582606,chqrlie,4593267,"As far as I understand, this warning occurs because I did not declare the function in header (In this case I should've included <stdlib.h>).
You are correct. The compiler complains that you are calling a function for which it has not seen a declaration. Including <stdlib.h> does provide a proper declaration for the function calloc. Note that you could also have provided a declaration yourself by adding the line: void *calloc(size_t, size_t);. Yet it is recommended to use the standard include files to get the exact declarations for library functions.
Why doesn't the GCC give an error?
Because the compiler is lenient in order to compile older programs that were written before the C Standard was even published. It used to not be an error to call functions without a declaration or a definition in scope. The compiler would just infer the prototype from the types of the arguments provided. In your case the prototype is inferred as int calloc(int, size_t), which is obviously incorrect and will cause undefined behavior. To avoid such problems, the compiler issues a warning about calloc being undeclared.
Why does my program still know what is calloc?
It does not, the prototype is inferred from the call statement and this guess falls short. As a matter of fact, the compiler should also complain about the int return value being implicitly converted to an int * when stored to arr. If int * and int have a different representation on the target system (as is the case on 64-bit systems), the value of arr will be invalid and free(arr) will definitely have undefined behavior too. The compiler produces an executable because the function calloc is found in the C library, which is linked to all C programs implicitly.
Should we close our eyes at the warning?
Definitely not. You should compile your program with all warnings enabled using gcc -Wall -Wextra -Werror, and gcc will consider all warnings like fatal errors and refuse to produce an executable until they are corrected. This will save you many hours of debugging time. It is a pity this behavior is not the default one.
my program works well even without include of <stdlib.h>.
Well it appears to work on your system, but it fails on mine (assuming I remove my default compiler options that prevent gcc from making an executable). The program has undefined behavior. Do not rely on chance.
Here is a proper version:
#include <stdio.h>
#include <stdlib.h>

int main() {
    int *arr = calloc(1, sizeof(*arr));  /* use object type for consistency */

    printf(""pointer value is %p\n"", (void *)arr);

    free(arr);
    return 0;
}",2022-11-26 14:11:12Z,2
1743,74582606,chrslg,20037042,"calloc is not in stdlib.h. Nothing is in stdlib.h. Nothing is in any .h (or nothing should).
What is in stdlib.h is just (about calloc I mean)
extern void *calloc(size_t nmemb, size_t size);
calloc is in the libc. That is where your program will find it when it will call it.
Strictly speaking, you don't need anything else (I mean, from an execution point of view) to be able to call a function.
All .c codes are compiled to do their task. libc has been compiled long ago. And at linking time (for static libraries, and for dynamic to point to them) and then at run time, all functions from all compiled code are loaded. So your main from your code and calloc will find each other at that time.
The problem is not there.
The problem is that in order to compile your main, the compiler need to know how calloc is supposed to be called.
It needs to know it to check for syntax error. Otherwise you could pass 3 arguments, or only one, to calloc, and the compiler would have no way to know that this is not correct. You could pass arguments of the wrong type, and likewise.
It needs to know also to know how many bytes it is supposed to push as an argument, and even how it is supposed to pass arguments.
See for example these two codes
one.c
#include <stdio.h>

void printInt(int a, int b){
    printf(""ints %d %d\n"", a, b);
}

void printFloat(float a, float b){
    printf(""floats %f %f\n"", a, b);
}

void printDouble(double a, double b){
    printf(""doubles %f %f\n"", a, b);
}
two.c
#include <stdio.h>
int main(void) {
    printInt(1,2);
    printInt(1.0, 2.0);

    printFloat(1,2);
    printFloat(1.0,2.0);

    printDouble(1,2);
    printDouble(1.0,2.0);
}
Compile them with (depending on your compiler)
gcc -std=gnu99 -o main one.c two.c # There is an implicit -lc here including libc, that contains printf
On my computer it prints
ints 1 2
ints 1034078176 -2098396512
floats 0.000000 0.000000
floats 0.000000 0.000000
doubles 0.000000 0.000000
doubles 1.000000 2.000000
See that it works as intended only for printInt called with ints, and printDouble called with doubles. It fails to cast 1.0 as an int to call printInt, or on the contrary to cast 1 as a double to call printDouble. And For printFloat it fails in all cases, because the compiler assumed wrongly the size of the arguments to be pushed.
But other than that, those 3 functions are called. It is not the the code of the function that is missing. It is the ability of the compiler, when calling them, to call them correctly.
Just add, in two.c the declarations
extern void printInt(int, int);
extern void printFloat(float, float);
extern void printDouble(double, double);
(Or create a one.h containing those, and #include ""one.h"" in two.c, it leads to the same result)
And now the output is as expected
ints 1 2
ints 1 2
floats 1.000000 2.000000
floats 1.000000 2.000000
doubles 1.000000 2.000000
doubles 1.000000 2.000000
And I haven't even started with types declarations.
#include are not meant to provide libraries, and the functions that are in them. That you do while linking, adding .o and -lsomelib to the liking command line (or using other way, depending on your compiler).
#include are there to provide codeless declarations that the compiler needs to know how to call those functions.",2022-11-26 14:15:56Z,1
1744,74582606,Kompetenzbolzen,10986134,"The function is not located at stdlib.h, it is in the same shared library object, libc.so so your linker has no problem finding the symbol. If you tried to call a made up function, you also wouldn't get a compiler error, rather your linker would complain about being unable to resolve a symbol.
You technically can, but you absolutely shouldn't. If you wouldn't you wouldn't be warned about argument errors. The Linker does not (and can not) check, if you supplied the right amount and types of arguments.
Example:
// a.c
int asdf(int b){
   return b+1;
}

// main.c
int main(void) {
   asdf();
   return 0;
}
If you compile now: gcc main.c a.c You will only get a warning, while if you had included a header you would get an error. This is BAD, since it can lead to undefined behavior that can lead to unexpected crashes, memory corruption, security issues, etc.
You should always give your compiler a fair opportunity to help you.
EDIT: Clarify, that ignoring is bad",2022-11-26 16:15:42Z,1
1745,74582605,,,,,
1746,74582604,Nick,6525724,"You don't want to be resetting handleClick inside the test or else you'll lose reference to the actual click handler mock that you've declared in the higher scope.
it('calls onClick prop when clicked', () => {
  const buttonText = ""buttonText""
  fireEvent.click(screen.getByText(buttonText))
  expect(handleClick).toHaveBeenCalledTimes(1)
})
You may also need to reset the click count between tests. You can do this with clearAllMocks:
afterEach(() => {
  jest.clearAllMocks();
})",2022-11-26 13:36:07Z,0
1747,74582603,,,,,
1748,74582599,Tomer_Ra,11971765,"You can put the state and handle click event in the upper component and pass the onClick function to it's child components. when button is clicked the state will change in the GrandParent and then you can use the ""click"" state for conditional rendering of whatever component you like, in the grandparent component
I would suggest in this case to call the state
const [isButtonClicked, setIsButtonClicked] = useState(true);
so that is more clear..
Import {Parent} from './Parent';
Import React, {useState} from 'react';

type GrandParentProps =  {
   ...
}

export const GrandParent = ({ ... }: GrandParentProps) => {

const [click, setClick] = useState(true);

const handleClick = () => {
  setClick(!click);
}

return (
    <>
      {passedProp ? <h1> show this title </h1> : null}
      <Parent onClick={handleClick}/>

      {click && <SomeComponent />}
    </>
  );
};


Import React from 'react';
Import {Child} from './Child';

type ParentProps =  {
   onClick: () => void;
}
   
   export const Parent = ({ onClick }: ParentProps) => {
    

    return (
       <Child onClick={onClick} />
    );
  };


Import React, {useState} from 'react';

type ChildProps =  {
  onClick: () => void;
}
   
   export const Child = ({ onClick }: ChildProps) => {
    
    return (
        <button onClick={onClick}>on click return false</button>
    );
};",2022-11-27 09:05:40Z,0
1749,74582596,,,,,
1750,74582595,Neptotech -vishnu,14862885,"If you wish to be more dynamic, then use of css variable will make your code effective
we use --padding variable here. to change values of variable, just change it in :root.
I have used a 1px border to show difference(black is parent,red is children)
The formula i used for width is,
total possible length when not parent padding is ignored + twice the padding(becuase padding acts on both side) - 1px(which is border)
and for margin is -padding
The code snippet:
:root {
  --padding: 40px;
}
.container {
    width: 300px;
    padding: var(--padding);
    height: 100px;
    border: 1px solid black;
}
.child3 {
    width: calc(100% + (2*var(--padding)) - 1px);
    margin-left: calc(0px - var(--padding)); /*to offset parent container's padding*/
}
.container *{
border: 1px solid red;
height:5px;
}
<div class=""container"">
  <div class=""child1""></div>
  <div class=""child2""></div>
  <div class=""child3""></div>
  <div class=""child4""></div>
  <div class=""child5""></div>
  <div class=""child6""></div>
</div>
Run code snippetExpand snippet",2022-11-26 14:40:14Z,1
1751,74582595,tatactic,1247977,"Another approach is to write it like this (when I see the layout)... Excuse me if I'm wrong because I delete the padding and add margins to the divs instead and match the image you added to your post.
See the momment of @Roko C. Buljan
I don't know if you want to do this, so let me know if it looks OK for You or if I must delete my answer.
It seems less tricky AMO.
    *{
        box-sizing: border-box;
    }
    .container {
        width: 300px;
        padding-top: 40px;
        padding-bottom: 40px;
        border:1px solid #000000;
    }
    .container div{
        margin-left: 40px;
        margin-right: 40px;
        margin-bottom: 10px;
        height:20px;
        border:1px solid #000000;
    }
    .container .child3 {
        width: 100%;
        margin-left:auto;
        margin-right:auto;
        border:1px solid #ff0000;
    }
    .container .child6 {
        margin-bottom: 0px;
    }
<div class=""container"">
      <div class=""child1"">My content 1</div>
      <div class=""child2"">My content 2</div>
      <div class=""child3"">My content 3</div>
      <div class=""child4"">My content 4</div>
      <div class=""child5"">My content 5</div>
      <div class=""child6"">My content 6 (last div)</div>
</div>
Run code snippetExpand snippet",2022-11-26 17:53:05Z,0
1752,74582589,,,,,
1753,74582588,,,,,
1754,74582585,Rui Barradas,8245406,"The following function goes down the directory tree recursively and adds 1 each time it finds a leaf. Optionally, it will save the leaves names in a file.
count_dirs <- function(path = ""."", savefile = FALSE, filename) {
  f <- function(path) {
    if(dir.exists(paths = path)) {
      dir_vec <- list.dirs(path = path, full.names = TRUE, recursive = FALSE)
      if(length(dir_vec) == 1L) {
        e$n <- e$n + 1L
        if(savefile) {
          df1 <- data.frame(directory = dir_vec)
          write.table(
            df1, e$outfile, 
            quote = FALSE, 
            row.names = FALSE, col.names = FALSE,
            append = TRUE
          )
        }
      } else {
        for(d in dir_vec)  Recall(path = d)
      }
    }
  }
  e <- new.env()
  e$n <- 0L
  if(savefile) {
    e$outfile <- filename
    df1 <- data.frame(directory = character(0))
    write.table(df1, e$outfile, quote = FALSE, row.names = FALSE)
  }
  path <- normalizePath(path = path)
  if(.Platform$OS.type == ""windows"") {
    path <- chartr(""\\"", ""/"", path)
  }
  f(path = path)
  e$n
}

# sample usage    
tmpfile <- tempfile(fileext = "".dat"")
count_dirs(savefile = TRUE, filename = tmpfile)
# [1] 79

# tidy up
#unlink(tmpfile)",2022-11-27 07:20:55Z,1
1755,74582584,,,,,
1756,74582583,DataFace,10761390,"Try this:
// Gets initial elements
const canvas = document.querySelector('#canvas');
const combInElCont = document.querySelector('.combInElCont');
const combNameInEl = document.querySelector('#combNameInEl');
const combInitModInEl = document.querySelector('#combInitModInEl');
const saveCombBtn = document.querySelector('#saveCombBtn');
const combArray = [];

// Combatant Object Constructor
function Combatant(combName, combInitMod) {
    this.name = combName;
    this.initMod = combInitMod;
}    


// Reads user input, saves data to object, and pushes it to array 
saveCombBtn.addEventListener('click', saveCombatant);
function saveCombatant() {
    console.log('saveBtn pressed');
    let combName = combNameInEl.value;
    let combInitMod = combInitModInEl.value;

    let newComb = new Combatant(combName, combInitMod);

    combArray.push(newComb)
    disCombInfo(newComb);
};

// Displays combatant info underneath inputs
function disCombInfo(newComb) {
    var combatant = document.createElement('div');
    combatant.classList.add('combInfoDisp');
    combatant.innerHTML = `
      <p>
      Combatant Name:<br>
      ${newComb.name}<br>
      Initiative Modifier:<br>
      ${newComb.initMod}
      </p>
    `
    canvas.appendChild(combatant);
    console.log(combArray);
};
<!DOCTYPE html>
<html>
<head>
    <title>Initiative Tracker</title>
    <meta charset=""UTF-8"">
    <link rel=""stylesheet"" href=""style.css"">
</head>
<body>
    <h1>Initiative Tracker</h1>
    <div id=""canvas"">
        <div class=""CombInElCont"">
            <input id=""combNameInEl"" placeholder=""Combatant Name"">
            <input id=""combInitModInEl"" placeholder=""Initiative Modifier"" type=""Number"">
            <button id=""saveCombBtn"">Save Combatant</button>
        </div>
    </div>
<script src=""script.js""></script>
</body>
</html>
Run code snippetExpand snippet
EDITED
The problem with your original code is that it directly appends to the innerHTML of your canvas element, which messes up the eventListener of the button, since it is defined within the canvas. So my workaround consist mainly of leaving the innerHTML of the canvas untouched, and directly appending a new element which is created dynamically with javascript's createElement function.",2022-11-26 14:08:05Z,1
